NBI-USA,XPH-USA,IHE-USA
0.57958364,0.9289503,0.83243847
1.6452432,1.1941075,0.17421246
1.485467,2.4733186,0.93824863
-1.0817766,-0.6466627,-1.1265397
-0.066930056,2.3563623,1.8788099
-2.1939516,-1.9215763,-0.51202774
0.6578088,-0.051909685,0.002419949
0.53812265,0.18200874,0.4361868
0.5954504,0.86545944,0.9089947
1.2771368,1.4095783,1.1536002
3.020656,0.9395957,0.13434887
-1.0412395,-1.4289498,-0.74924827
0.66456795,0.23872852,-0.30030012
0.7078409,0.53333044,0.8341551
-0.5964935,-0.7148564,-0.6373763
-0.48226118,-0.761956,-0.28549433
1.6718745,1.0353208,1.0046244
-1.1326492,-0.81622005,-0.122100115
0.030088425,-0.5238354,0.024354458
2.0765781,2.4416447,2.0456672
1.1987686,1.4149666,0.9200692
-1.7828286,-1.2096822,-0.8334875
-0.08786917,-1.1164248,-0.540781
-1.0284424,-0.39714575,-1.4328778
-1.2991369,-2.1756053,-1.3629198
0.49499273,0.0259161,-0.01861453
-0.86435676,-0.97486377,-0.5516827
0.20186901,-0.2558887,0.23932457
2.1292806,0.56613684,0.4633069
-1.4124513,-0.9684026,-0.48368573
-0.73069334,-0.7587254,-0.37670732
1.0579109,0.4318118,0.9591341
0.7321358,0.2801895,0.4583478
1.3084173,1.0293245,0.42262077
-3.5546184,-4.167694,-2.456069
-0.4081428,-0.3685534,-0.16056895
-0.22440553,0.94246864,0.3221631
0.10931492,1.8181801,0.89389086
-3.0854106,-3.953433,-3.4221172
0.841558,0.7822037,0.5741
1.8322349,1.614511,1.2518764
0.52514076,0.9781718,0.38200617
-0.8173466,0.12556314,0.12457371
-0.8764565,-1.4112413,-0.055933
-0.05016923,0.5226493,0.11218786
0.5421519,1.2090683,0.81368685
1.1419177,0.71030855,0.73697567
-1.2153387,-0.45454502,-0.32542348
2.1787405,1.6949177,1.53507
0.024461746,0.12856722,-0.12574196
-0.45381784,0.025713444,-0.41974187
-4.0167093,-3.4037232,-2.0954907
-0.8988738,-0.7887602,-0.9610295
-0.46599507,0,0.41327477
-0.76942444,-0.8310914,-0.6950438
-1.839447,-1.350379,-0.8749783
1.2258291,0.02412796,-0.050234795
-1.6149402,-1.8930435,-1.4030993
-0.5369425,0,0.08698702
1.8015385,0.76299906,0.57120323
-0.41735172,0.5755305,0.005209446
0.50810575,0.19222498,-0.13000965
0.8491397,-0.07203221,-0.30460358
0.13942719,0.16834736,0.20782948
2.1288872,0.75114965,0.6021261
0.63169,0.90464354,0.45838356
-1.3842583,-0.70405006,-0.5346
1.7803192,0.70904493,0.89553595
0.16769171,-0.7281542,-0.4351914
-3.3368647,-2.8072655,-1.7664015
-1.0510087,0.83253384,0.6927967
-0.69227815,-0.614655,-0.7393837
-0.01732707,0.73826313,0.89535713
-0.21992326,0.57485104,0.52421093
1.1023402,0.047934055,0.14079809
-0.42043328,-0.5481422,-0.79463124
1.3641119,1.0840774,0.81676245
0.76453686,0.7524252,0.67608356
2.1744132,0.5859375,0.7164836
-0.51303506,-0.048804283,-0.4071474
-0.67188144,-0.19484162,-0.47758222
-3.141433,-3.3199906,-2.4846673
-0.47699213,-0.74783564,-0.1683116
-0.97762346,-1.4282405,-0.65048337
2.1469712,1.1888027,1.696837
-1.3031065,1.997149,1.3834357
1.4859438,0.8149624,0.3145218
-0.40608048,0.82165,0.021970272
1.9999504,-0.048309565,0.09994507
1.5664577,1.719904,1.6757011
-1.8352628,-1.5481353,-0.914824
-0.23165941,-0.9820342,-0.7178068
-0.5619347,0.1199007,-0.25565028
1.6822815,1.041925,1.3986945
0.3025174,0.8553386,0.8937597
0.2740383,-0.09765625,0.3371358
1.0058403,1.285851,1.6448498
0.5154252,0.3959775,-0.2665758
0.63807964,0.42507648,0.61205626
-2.491808,-1.8114984,-1.6968608
-0.19115806,-0.36585927,-0.35031438
-0.13269782,0.861001,0.35310984
-0.083094835,0.6736398,0.01872778
0.52587986,0.61798096,0.3796935
1.4294147,0.7785082,1.4394045
0.7345915,1.5039563,1.3184547
0.21363497,-0.22889376,0.237751
-2.040273,-1.2308478,-1.2430131
1.4665365,1.2719393,0.8285761
0.052666664,-0.83248615,-1.4206231
-0.78671575,-0.025224686,-0.14413595
-1.6996026,-1.4662027,-1.071465
0.6493926,0.95410347,0.46334267
1.1111617,0.75757504,0.73838234
-0.5793214,-0.72771907,-0.52969456
1.967442,1.7100573,1.3075948
-1.7523408,-1.0855854,-1.1895478
0.09458065,0.50748587,0.5358219
1.367867,0.9477377,0.35256147
0.64651966,-0.56036115,-0.57711005
0.67358017,1.4208198,0.8297205
3.308785,3.0617595,1.629436
5.0963044,4.565716,3.9191127
0.34047365,-2.6845753,-2.8846025
0.57940483,0.79437494,0.22021532
1.9527197,0.52154064,1.2515306
-0.0897944,0.607574,0.8121252
-0.07403493,-0.49464107,-0.021749735
6.1667204,4.659188,4.492092
-1.190573,-1.1654317,-1.5291691
-4.0169535,-4.0894213,-2.3421645
-1.8511891,-2.160579,-2.037251
-2.0149887,-2.572757,-2.0412445
-1.8533766,-1.024729,-0.9211838
-1.8073082,-2.5112987,-2.5644422
-1.8365741,-3.2569528,-3.3902824
-1.5920758,-0.76432824,-0.6541848
1.2980103,0.8742094,0.64537525
0.1432538,0.17027855,0.08480549
0.44968128,-0.04862547,0.084888935
-3.2413006,-2.4893284,-1.4543056
0.38573742,-1.4946282,-0.9244561
-3.5160065,-2.46014,-2.0666838
1.2847066,0.57274103,1.6437173
1.477778,0.8083224,1.0588884
-0.16431808,0.13875961,0.35336018
2.7843833,1.8370271,2.0962
-0.3521979,-0.56206584,-0.43834448
1.6557574,-0.07020831,-0.1110971
0.46606064,0.423038,0.6644368
0.751853,0.25919676,-0.032955408
-0.59728026,-1.3940573,-0.91222525
-2.2105575,-0.8066356,-0.5057037
0.7790446,0.37010908,1.1409879
2.245462,1.1701345,1.060307
-1.9944906,-2.174908,-1.9479871
-0.39784312,-0.11433363,-0.5570531
-3.0722737,-0.7940173,-1.2128234
-2.1015108,-0.7430732,-0.81043243
-0.9820998,-1.6607642,-0.67915916
2.4442673,1.2556076,1.7467618
0.38695335,0.56369305,0.08965731
-0.046628714,-0.045078993,0.45405626
-0.24903417,-0.826776,-0.61112046
4.0916085,3.373146,2.6186109
0.46323538,0.46424866,0.3813386
1.0914803,0.795269,0.35693645
-1.0622799,-0.3727317,-0.1979053
-0.39725304,-0.6714463,-1.3471365
1.7497778,1.4325857,1.6673326
-6.28072,-4.5077324,-4.347825
-0.42322278,-0.31298995,-0.6084502
-1.431942,-1.2364805,-0.82514286
-1.55738,-0.5707979,-0.7122934
-1.5604556,-0.61095953,-1.2296617
-0.13610125,0.28446913,0.6961107
4.3216586,2.6504993,2.7860522
-1.0308743,0.4059553,-0.07593036
2.0512462,1.1866689,1.5810847
-1.963687,-2.4705112,-3.0410707
-3.4246087,-2.1772265,-2.265668
-0.37774444,0.5032778,0.09754896
-0.85352063,-0.6089568,-0.1947105
-0.96288323,-0.06520152,-0.21250248
-2.871585,-2.6449442,-1.7420352
0.7523656,0.8535981,1.0306716
-0.5289018,-0.085288286,0.04221201
-0.8181572,-3.4184515,-1.203388
0.14617443,0.14436245,-0.023818016
0.93785524,0.53908825,0.508821
0.43144226,-0.6591141,-0.67189336
0.12302399,-0.20555258,-0.10691881
1.1360168,-0.08214712,-0.49645305
-0.55223703,-0.32753348,-0.16521215
1.4229178,1.7072678,1.8118024
0.042653084,-0.103998184,-0.17151237
1.2142062,0.77552795,0.8283973
-1.3545036,-1.3848722,-1.0766745
-0.5726218,-1.1442542,-0.36949515
0.68979263,0.18423796,0.41891336
0.046789646,0.2256751,0.21589994
-0.40681958,-0.4086554,-0.3823638
0.2317071,-0.16320348,-0.53706765
-0.51867366,0.081670284,0.1229763
-1.8680334,-1.6068757,-0.73405504
-0.27734637,-0.040358305,0.3913164
-0.99045634,-0.32025576,-0.5249202
0.053429604,0.97008944,0.45621395
0.4063487,-0.04040599,-0.11245012
1.3328791,0.32428503,0.4577875
0.36289692,0.6938815,0.1548171
1.7627716,0.3070712,0.13116598
0.16989708,0.06145239,0.19116402
-0.6678641,-0.69161654,-0.48154593
0.75562,0.061058998,-0.11281967
1.0242105,-0.38523674,-0.3196478
-0.20064712,0.8382797,0.78749657
-0.07097125,0.57576895,0.29919147
0.9276867,1.1228919,1.0460138
-1.7456174,-0.3109455,-0.054383278
0.6258726,0.79398155,0.28476715
-0.28836727,-0.06263852,0.09711981
-0.45285225,-0.39496422,-0.08485317
-0.12552142,-0.5586326,-0.93665123
-0.7311344,0.89753866,0.78668594
1.19946,1.4392376,0.8544326
-0.048434734,0.596261,0.47216415
-0.91137886,0.4921913,0.29519796
0.8105278,0.73292255,0.3882885
0.58580637,-0.12917519,0.29605627
2.031517,1.1762142,1.3066888
-1.0282815,0.48151016,0.47271252
-2.0795763,-0.5660534,-0.7878363
-1.2376308,0.08734465,-0.043815374
1.1469603,1.525867,1.1634588
-0.19180775,-0.5060494,0.14563799
-0.029486418,0.84313154,0.21563768
-0.13763309,-0.24347305,-0.35090446
0.12003183,0,-0.18613338
-0.061696768,-0.22084713,-0.23300648
0.71424246,0.98125935,0.9792805
-0.74418783,-1.1681676,-1.1192143
0.15306473,-0.3404796,-0.41327477
1.5564322,1.9368649,1.0311842
-0.22121668,-0.3347516,-0.025296211
-0.1945436,-0.111454725,0.07594824
0.555253,1.058805,0.7075429
3.7186146,1.6720057,1.5667439
1.0892034,1.3698578,1.3916254
0.08598566,-0.18540621,0.78009367
0.8972883,0.3255129,-0.13160706
1.6584158,0.13968945,0.09264946
0.60908794,0.94007254,0.7058382
-2.1155179,-1.5729845,-1.4209747
-0.32798648,-0.13860464,-0.27204156
-1.8322229,-1.5017033,-1.2669623
-0.28005838,-0.43044686,0.25923252
-1.1761785,-1.7145395,-1.3300955
1.6090274,0.87600946,0.909853
1.515913,0.49661398,0.27176142
-0.74866414,-0.6726444,-0.85957646
-0.16126037,0.47308207,0.25080442
0.79957247,0.27105808,0.22881031
-0.37205815,0.3399849,0.17757416
0.85161924,0.43250322,0.08400679
-0.23614168,0.36554337,0.045263767
0.5132556,1.1789203,0.78190565
-0.81400275,-0.04621148,0.33341646
1.2779236,2.4378657,1.600802
0.05532503,0.47562122,0.46043396
-0.6516099,-1.637429,-0.44509172
1.2889862,1.543951,1.087904
-0.087058544,-1.2200832,-0.501138
1.3983846,1.8642426,1.5608072
-0.47626495,-0.49940348,-0.6472528
0.21694899,0.42990446,0.27042627
0.001013279,-0.33324957,-0.13515949
0.4995346,0.52644014,0.22335052
0.41069984,-0.47630668,-0.29004216
-1.3242841,-0.77976584,-0.9886384
0.15574694,0.42715073,0.20750761
0.025463104,0.6929517,0.90509653
0.9218931,0.047802925,0.27091503
-1.1242509,-0.1193881,-0.43830872
1.0788202,1.4289141,0.6515622
2.677548,2.6603699,2.5366187
-0.014674664,1.5143871,0.9519577
1.418829,1.2005091,0.9933233
-0.59422255,-0.9612858,-0.7883966
0.59331656,0.53408146,0.09160042
1.1529922,0.71721077,1.0321736
-1.4146745,-2.1553874,-1.4244616
-1.3146877,-1.4084518,-1.2678385
0.49268007,0.49664974,0.03465414
-1.9992173,-1.6845644,-1.6830206
0.29028654,0.49067736,0.3967762
2.0839214,0.74146986,0.74430704
-0.046557188,-0.73601604,-0.78632236
-1.476121,-0.4396677,-0.31619072
-0.18704534,-1.7754376,-0.37760735
-0.8406639,-0.78552365,-0.5870104
-1.3914704,-0.82625747,-0.90996623
0.049209595,0.30784607,-0.15360713
1.9363046,1.1497021,0.8894205
-0.6185949,0.21603107,0.31769276
-0.75077415,-0.6439328,-0.6113589
1.2726545,0.0715971,0.2964735
-0.39102435,-0.28557777,-0.094246864
2.8795838,2.3131251,2.0246983
1.7816544,1.1078358,1.4860272
-3.0154705,-2.191186,-2.4411798
-1.582551,-0.31205416,0.02720356
2.8562546,1.4118791,1.351726
0.43779612,1.935494,2.252221
-3.9651752,-3.7496984,-3.847015
0.6750703,0.9645462,0.7717967
0.82455873,0.7531643,0.48730373
-2.777177,-1.3659239,-0.30292273
2.695191,1.409471,1.22087
-2.5242567,-2.1868289,-2.208072
-2.3693144,-1.3599098,-1.9394279
0.08567572,0.8274317,0.7157564
0.049626827,-1.191318,-0.6446898
-1.9965172,-1.4956236,-1.9549072
0.10904074,0.6717682,0.77489614
-1.0175467,-1.099664,-1.0140419
-0.11675954,-0.13726354,-0.16872883
-0.6992638,-0.27379394,-0.300771
0.26186705,0.18286705,0.30168295
1.5890598,1.3435245,1.5887737
0.6206989,1.124382,0.84028244
0.70859194,0.4234314,0.3571272
0.18507242,-0.30487776,-0.60957074
1.0792732,0.25863647,0.23261309
2.4829745,3.0530572,1.9030809
-0.92823505,-0.72167516,-1.6028166
-1.8243968,-2.5093794,-2.1295905
-1.3223231,-2.7815819,-1.6610265
0.72779655,1.3869643,1.4378667
2.1139622,1.406467,1.452148
-0.54077506,-0.536257,-0.3551662
-0.15286207,-0.11643767,-0.23621917
-1.0464132,-1.3100445,-1.8167794
-0.3742218,0.5779028,0.6157994
0.99464655,1.3945818,2.084446
1.8953681,2.191615,1.7026663
0.19937754,-0.26278496,0.08755922
1.571691,1.2089014,1.165247
0.8664727,0.7797241,1.11624
-4.2114854,-3.5487652,-3.4590542
0.033533573,0.1883626,0.15323162
1.9910216,0.90283155,1.4806271
-4.394281,-4.752201,-4.592657
-1.6923845,-2.1262527,-1.941812
-0.017768145,1.1651397,0.4574895
-1.8517077,-1.8689513,-2.0415783
-1.8525481,-2.6907623,-2.3818195
0.32866,-0.23991466,-0.5094826
1.2061715,0.49334764,0.85526705
0.6893873,0.90909004,0.79272985
-0.84035397,-0.73055625,-0.71384907
1.132524,0.47495365,0.1527667
3.1546235,2.0713925,1.7787218
0.6626487,0.2872944,0.37454367
-0.13687015,-0.5057156,-0.14337301
0.8410096,0.41952133,0.6083369
-1.3222337,-0.98382235,-0.6046653
0.6605625,0.7045388,0.4131198
0.29315948,1.4292121,1.3191342
0.43656826,-0.02233386,0.15243292
2.0058632,1.4955759,0.86494684
-1.3896346,-0.5079448,-0.71823
-0.06119609,-0.19059181,0.063073635
-0.8527458,0.09008646,0.08280277
1.3150334,0.74881315,0.45431852
2.5044322,1.3103485,1.2307286
-0.9619057,-0.8207977,-0.45779347
0.18674135,0.29728413,0.1291275
0.16100407,-0.5232036,-0.19974113
0.41435957,0.94144344,0.42057037
0.20985603,-0.47988892,-0.39314032
0.19602776,0.8759737,0.75324774
0.5165577,-0.1611054,-0.3123343
-0.23009777,-0.32117367,-0.9346545
-0.18956065,-0.25171638,0.05133152
1.3800979,0.71445704,0.9586692
-1.5542448,-1.3190866,-1.2473583
0.95659494,0.6639242,0.55316687
-0.49657822,0.7147789,0.5952716
-0.01859665,0.790143,0.68404675
2.1063805,1.4140844,1.4205456
1.4118075,1.1201143,0.5313873
-0.62544346,-0.8740902,-0.67951083
-0.54526925,-0.3296435,-0.28287172
-1.6269445,-1.4159739,-1.1959791
0.25681257,0.18604994,-0.09739995
1.5318513,0.4672885,0.7589698
-0.07787347,0.54028034,0.4402995
0.2681613,0.85288286,0.94195604
-0.6594181,-0.8922279,-0.21842718
0.076556206,0.56670904,-0.09918213
0.51459074,0.546062,0.47168732
0.8314729,1.0556579,0.6217003
-0.9490907,-0.5250633,-0.66841245
0.101172924,0.19129515,-0.37930608
1.492095,1.3572454,1.3679266
0.35231113,0.121331215,-0.120550394
-1.5689969,-0.45894384,-0.7775128
-0.7276237,0.2178669,-0.18572211
0.35727024,1.3742328,0.2993822
-0.5260825,0.34474134,-0.16604662
-0.4143715,1.4489174,0.4853487
-0.44835806,-2.8633833,-1.5617967
-0.47498345,0.3897667,-0.13777018
1.5693665,1.4833093,1.2152195
-0.00180006,-1.2451112,-0.82977414
-0.6370425,0.9861827,0.7965565
-0.7623136,-0.09851456,-0.09947419
0.05698204,-0.5389571,-0.6914735
0.6744027,-0.6570935,-0.33472776
-2.2753596,-2.1899521,-1.981473
-1.055032,-0.94317794,-0.4100442
-0.81564784,-0.4226327,-0.6745577
-1.1679769,-1.3663709,-0.9705007
-1.0633051,0.04633665,0.025212765
-0.19797087,0.8882642,0.65989494
-0.7155657,-0.2332151,-0.10775328
0.41683912,0.3275633,0.49684048
0.18982887,-0.78923106,-0.5637169
-0.2537191,-0.20846725,-0.3597319
-0.53506494,-0.98623633,-0.5210936
-0.2678156,0.4839778,0.19500256
0.124919415,0.1847148,0.10075569
-0.24861693,-0.8243561,-0.83052516
-0.23356676,-0.3650546,-0.39186478
0.16688108,-0.091171265,0.31824112
0.7908106,1.410079,0.94481707
-0.22497177,-0.7570565,-0.47019124
1.4839888,2.4441838,2.0145774
0.955534,0.90111494,0.9099722
0.10018349,-1.2874603,-0.76214075
0.649035,1.6175032,1.0255337
-0.9571731,-1.0590732,-1.0911286
0.37212372,0.28322935,0.29524565
-0.30978918,0.02360344,-0.21775365
-0.51603913,0.37914515,0.012814999
0.8377075,0.10675192,-0.038415194
-0.57914853,-1.4609635,-0.5096197
0.05413294,0.14044046,0.114786625
-0.041997433,-0.97357035,-0.47603846
-0.65559745,-0.5303204,0.057160854
-0.38570166,-0.8232355,-0.43628812
0.30089617,0.091552734,0.056934357
0.0839591,0.94732046,0.7136464
-0.37136674,0.48757792,0.20432472
0.26817322,1.2220979,1.2411118
0.36170483,0.11764765,0.23325682
-0.79799294,-0.97855926,-0.5220711
0.7180333,0.023305416,0.07740259
2.8379679,2.8523445,1.8928766
2.0818233,0.0959754,0.21076202
0.26593208,0.28873682,0.45653582
1.8952012,1.1192322,0.8070469
-0.62948465,-0.14577508,-0.18641353
1.2142062,1.0445714,0.9001255
-0.47899485,0.035607815,-0.2546072
1.975894,1.2179971,1.2688279
0.2346754,-0.3221035,-0.121980906
-0.24538636,-0.4685521,-0.33770204
-1.7631292,-0.95261335,-1.1615515
0.25248528,0.6391287,0.44254065
-0.1290381,0.5934715,0.13427734
0.96963644,0.39721727,0.533247
0.7339597,0.54917336,0.37943125
-2.859652,-0.47204494,-0.8664727
-0.31520724,-0.2725482,-0.1542449
-0.92567205,-2.6531577,-1.7138004
0.49872398,0.16912222,-0.17108321
0.3729105,-0.5526185,0
-0.8379102,-1.3276458,-0.65372586
0.45425892,-0.77628493,-0.507319
-0.9858787,-1.5288413,-0.99169016
-0.91252923,-0.5070329,-0.19923449
0.7182479,0.16158819,0.57526827
-1.9406557,-1.208663,-1.0299385
0.6536484,-0.45403242,-0.39505363
-1.1139035,-0.5867779,-0.7023096
0.84911585,-0.022560358,-0.17684698
0.5466223,0.18082857,-0.012630224
0.9646177,1.2356997,1.2856603
1.4609456,0.09162426,0.083220005
0.025629997,-0.114387274,-0.08314252
-0.37075877,-0.13708472,-0.057530403
0.048995018,0.09146929,0.1344204
0.6577134,0.6212592,-0.012803078
0.7474065,0.8586645,0.9171963
0.58870316,0.7010937,0.3435135
-0.7365167,-0.5808532,-0.29726028
0.65945387,0.7254839,0.44788122
-1.6653597,-1.8603623,-1.8038154
1.3941884,0.18408298,0.35179853
0.37693977,0.99930763,0.7799864
-0.721699,-0.3473878,-0.32767653
-1.484704,-0.71281195,-0.4158914
2.0931363,0.90510845,0.18589497
-2.8024077,-2.0901918,-2.2740126
-0.29631853,0.22768974,-0.050091743
0.15078783,0.2739668,-0.031286478
1.2951493,1.3185263,1.6284943
4.050565,2.6109576,2.0646572
1.2707233,0.33341646,0.49589872
2.4984002,1.7692804,1.2485981
-0.41645765,0.04849434,0.5313039
-0.7926285,-0.6025553,-0.06636381
0.5311847,-0.048172474,-0.16565323
0.4700184,0.3626585,-0.15877485
-0.2725184,-1.1944592,-0.44783354
-0.32315254,-0.993371,0.15170574
0.60334206,1.2937188,0.7308483
0.13461113,0.14395714,0.039875507
-0.4254043,-0.21546483,-0.11950135
-0.65270066,-1.322943,-1.2974203
1.6874194,-0.14153719,0.24962425
1.7983675,1.6303062,0.98844767
0.60465336,1.017189,0.9509802
-1.4400363,-1.1017919,-0.7114768
-0.78015924,-0.071799755,-0.39077997
-0.18417835,0.77183247,0.7137537
0.09034872,-0.048214197,0.25413036
-0.15886426,0.94913244,0.639379
0.29735565,-0.21855235,-0.013464689
-0.7389486,-0.024271011,0.0808239
1.4085889,-0.6512284,0.06738901
-2.3027003,-2.2169888,-2.052939
0.36640167,-0.70257187,-0.40104985
0.47545433,0.022256374,0.22404194
0.3508687,0.0949502,0.3902912
-0.061124563,1.2583137,0.5587697
-0.3842175,0.5250573,0.32701492
1.1517763,1.5019417,1.1953712
-2.0516694,-2.6874125,-1.7125726
-0.9399593,0.56898594,0.2195239
0.7763505,0.93324184,0.5485058
-0.6799698,-2.7461052,-1.7868876
-0.4009843,-0.53240657,-0.7433474
0.669384,0.32513142,0.058722496
0.31366348,-0.09279847,-0.21484494
0.12947321,0.7009387,0.6619096
0.18441677,1.4698863,1.2608647
1.3354778,0.47641993,0.44660568
1.4973998,1.1932015,1.1461735
-0.94872713,-1.0376871,-0.84897876
0.46061277,0.6240964,0.3757596
0.39943457,0.33718348,0.2556324
-0.9886563,-1.2369156,-1.288265
-0.03581643,-0.40274262,-0.31113625
0.7719636,-0.18917322,-0.026476383
0.090277195,-0.37691593,-0.09917021
-0.39333105,-0.7481873,-0.4279077
-0.3467679,0.16393661,-0.32808185
0.7417321,1.9579768,1.3702273
0.26112795,1.3307452,0.5215287
-1.3637006,-0.4336238,-0.46585798
0.1912117,-0.3361404,-0.093084574
-0.78192353,-0.43031573,-0.35776496
-0.026839972,-0.4995227,-0.514102
-0.37136674,-1.152122,-0.6873071
0.84917545,0.5437374,0.09828806
-0.4294455,0.45119524,0.15093088
1.0754585,2.6072145,1.6408324
0.5556345,0.26483536,0.013267994
-0.48559904,0.052797794,0.093472004
0.6651044,0.09787083,0.14710426
-2.84248,-2.1012187,-1.9511402
0.5197644,1.5006065,0.56438446
-1.1400044,-1.5557647,-1.011622
-1.2960553,-0.59481263,-0.54523945
1.4770985,1.8662095,1.7180324
-0.8964777,-0.91258883,-1.1435986
-0.034201145,0.09615421,-0.24091601
0.6848097,0.14443398,0.20879507
0.3017068,-0.07216334,0.19612312
0.9291172,0.97157955,0.52576065
-1.5482366,-1.0098636,-0.64641833
-0.9360969,-1.5621305,-1.136148
0.9554386,-0.11820197,0.3823161
-0.47401786,0.28449297,-0.3872931
1.351738,0.81261396,1.0831237
-0.39160848,-2.1286547,-1.1480927
2.8297305,1.1834264,1.0559201
0.21157265,0.28482676,0.24174452
