NBI-USA,XPH-USA,IHE-USA
-0.24601221,0.6209731,0.5534649
-0.8767903,-0.4517436,-0.3355205
-0.597775,-0.26084185,-0.3198266
0.5212307,0.26152134,0.41947365
-0.7045269,-1.105094,-0.5605042
1.8179417,2.1864533,1.5823603
1.1518478,1.6857982,1.2739658
0.68041086,0.34321547,0.2959013
-0.12526512,0,0.3035426
0.97790956,1.090467,0.72015524
-0.12410283,0.8497834,1.1198163
-0.3720641,-0.9408295,-0.64163804
0.096189976,0.42266846,0.47322512
1.1190891,1.4375806,0.9554863
-0.24481416,0.99338293,1.0141253
0.93501806,1.1594892,0.8890748
2.8284907,3.2455444,2.5025368
-1.3849854,-1.1569798,-0.7323384
1.0492921,0.6350875,0.82525015
-0.4966557,-0.94364285,-0.76149106
0.9940982,1.0060906,0.6798744
-0.28560758,-0.735873,-0.86047053
-0.8947611,-0.8339822,-0.655365
-0.44731498,-1.006192,-0.98046064
-0.9039819,-1.0719776,-0.99169016
0.89224577,0.5905032,0.47011375
-1.9876778,-1.8397152,-1.6832232
0.39221048,0.25265217,0.45042038
0.41508675,0.43137074,0.15963316
-2.9596508,-2.9310286,-2.1727324
0.78594685,-0.61199665,-0.45285225
1.4587402,0.11469126,1.0242462
0.6982446,-0.38281083,-0.31312108
0.26420355,-0.29212236,0.2593398
2.6315331,2.4183512,1.9551873
2.00063,2.6093602,1.6263604
-0.7323146,0.90345144,0.50457716
-0.35598874,-0.8953631,0.19226074
-1.2630165,-1.6851068,-1.140362
-0.39767027,-0.62484145,-0.40661693
2.2420168,2.3273706,2.2655606
-0.36318898,-0.6858051,-0.6552696
-1.2243867,-0.8562088,-1.2380481
0.77376366,-0.2762437,0.056302547
-1.1885643,-0.12540817,-0.1475811
0.000941753,1.2442827,1.1156797
0.9634137,0.8709073,0.65808296
0.12686253,-0.6109953,-0.35638213
0.5300164,1.6826272,1.1317015
-0.68709254,-0.36110282,-0.11520386
0.3878951,1.3594747,1.1580467
0.74130297,-0.7524669,-0.21802783
-2.908808,-2.0086467,-1.9034684
0.8746147,0.7557392,0.94999075
0.5550027,0.29548407,0.3570795
0.45155287,0.7768035,0.834322
-1.6539693,-1.5800297,-1.6896963
-2.3198307,-1.1835754,-0.93623996
0.13945103,-1.0219336,-1.0388136
-1.687938,-1.3765991,-1.6023159
0.3211975,0.24641752,0.47882795
0.80764294,0.8449316,0.5723119
-1.8001258,-1.4450133,-1.3019204
0.701344,-0.073421,0.18633604
-1.2194991,-1.137191,-0.96371174
0.64822435,0.21823645,0.47383308
-1.6401589,-1.6455948,-1.6214073
-0.62885284,-0.26165843,-0.75097084
1.754415,0.93637705,0.6750345
-0.6431222,0.40984154,0.013506413
1.5981317,2.243042,2.0250797
8.978832,6.204188,6.891465
0.25328398,-0.7792175,-0.12683272
3.6813736,2.8311968,2.9778123
1.9625425,2.099812,2.0477533
-2.91211,-6.501794,-4.3815494
-1.8801451,-2.1701157,-1.2765348
1.1022329,0.8553505,0.5058646
-1.595068,-1.8033564,-1.3738334
-1.8448234,-2.739066,-2.0052433
0.086677074,-0.4544437,-0.42333603
0.010049343,-1.2983918,-0.9435296
-0.49108863,0.37914515,0.428164
-0.4504621,-0.2599895,-0.63813925
-0.8581579,-0.634104,-0.57898164
1.0225415,0.8526802,0.92372894
-0.78803897,-0.47146678,-0.45974255
1.3664603,1.3620019,1.1484623
-0.07183552,-0.80587864,-0.6370783
-1.9268811,-1.7695069,-1.9360185
0.37359,0.3504753,0.36518574
-2.504778,-1.9248426,-1.8927813
-3.7705898,-2.8495073,-2.594328
1.3944626,1.8594146,1.7009258
-0.076156855,-0.6085217,-0.38024783
-2.2273839,-1.6622365,-1.297164
0.9182453,1.1432409,1.0311246
-0.40034652,-0.022405386,-0.07311106
-0.033694506,0.97306967,0.66246986
1.1602283,0.5918503,0.789094
-2.9869676,-4.7071514,-3.82694
-0.89830756,-0.19484758,-0.18128753
1.1066198,1.1164546,0.92133284
-1.2869,-2.622044,-2.035594
-0.60470104,0.75170994,0.20526648
0.81164837,0.62675476,1.1352539
0.6441951,0.3252387,0.7055521
1.3802409,0.2608657,0.29485226
-0.038403273,-0.605011,-0.4695475
0.5288601,0.87183714,0.5903959
1.4994144,1.8197894,1.457572
1.1387348,0.4906416,0.649786
-1.655823,-1.2552321,-1.1783361
3.0815363,2.9238462,2.4482846
-3.1840682,-2.3893833,-2.214998
0.70729256,0.600934,0.67431927
0.6204963,0.089108944,0.02002716
1.2957096,1.1947632,1.2166262
-0.22537708,-1.1806607,-0.55452585
0.11713505,0,-0.117492676
-0.78641176,-0.48769712,-0.48770308
-0.25727153,0.35594702,0.020051003
-0.49324632,-0.19982457,-0.15346408
0.74745417,0.42363405,0.6243706
-1.0779977,-1.7954886,-1.141566
-3.3700824,-2.9742956,-2.7245164
0.06148815,0.5984187,0.14871359
1.9949913,0,0.27229786
-0.42660236,-0.23454428,-0.3424406
0.24546385,0.47129393,0.43478012
-0.063973665,-0.1924336,-0.051879883
-1.4787793,-1.0995984,-0.880754
0.9253025,0.21191835,0.36779642
0.19854307,0.27623177,0.26524067
1.0918617,0.6631017,0.8350253
-1.9893467,-1.8887758,-1.7686725
0.14106035,1.8815517,0.80099106
-1.0513663,-0.5105257,-0.8708477
0.54695606,0.2559185,0.038433075
-0.7434845,0.44987202,-0.2619505
1.1039257,1.1703491,0.49438477
0.17464161,0.23897886,-0.34551024
1.6498327,0.13051033,0.4176259
0.64430237,-0.086933374,0.15444756
0.21588802,0.17396212,-0.29513836
2.454543,1.7277956,1.9159198
-0.69820285,-0.35312176,-0.22183657
0.46013594,0.04415512,0.006532669
0.238204,-0.17632246,0.078356266
1.2487411,1.589787,0.53173304
2.559805,2.43119,1.8452883
-1.3447165,-1.357472,-1.051861
0.34462214,-0.067824125,0.072824955
1.4264822,0.27204752,0.25886297
0.33088923,0.96132755,0.7354975
-1.7226458,-1.0867119,-0.77621937
0.7455468,0.89081526,0.48666
-0.21060705,0.8988261,0.55640936
1.1992335,1.1657715,0.8518696
0.6237626,-0.11643767,0.15574694
2.3262978,1.8742561,1.3728738
-0.97234845,-0.6833136,-0.22601485
2.0241976,1.5432477,1.1149645
0.596869,-0.2744019,0.32655
2.1802783,1.9459963,3.4946322
3.7995815,3.7607312,2.8092027
-3.0927718,-3.2005906,-2.6904464
-4.969734,-3.7846744,-3.095156
2.2085786,2.1368504,1.6438723
0.6836057,0.2889514,0.2415061
-1.5669227,-1.2601137,-1.1097848
0.8376479,0.47779083,0.7786393
-2.044505,-2.1962583,-1.8003583
-0.07494688,-0.25635362,-0.06946921
-0.21135211,-0.9464443,-0.4632473
-0.586766,0.39397478,-0.020736456
-1.2450278,-0.71329474,-0.8838594
-2.166444,-1.8740177,-1.5846312
-1.8127024,-0.62822104,-0.76948404
-0.07624626,-0.044852495,0.18770695
-2.5305867,-0.69042444,-0.44050217
1.5043616,1.5607357,1.1271596
-1.5407503,-1.0519266,-0.9029448
1.8452048,1.3841629,1.2391686
0.51754713,1.2405276,0.7298231
1.2687564,1.0445595,0.8668661
0.95829964,1.436305,0.6997466
-0.6041825,0.23602247,-0.00693202
1.147306,0.23657084,0.3406167
2.2840142,1.9291043,1.7685294
0.6151676,0.0723958,-0.11305809
2.0675898,2.5996566,1.834929
-1.442337,-1.3916016,-1.0467112
1.3542652,0.8618474,0.91255903
-0.9016752,0.22211075,-0.31516552
3.0000925,2.816546,3.4224749
0.8314729,0.97361803,0.64116716
-1.6802847,-1.613307,-1.4329791
-3.0840814,-1.9767821,-1.5767336
0.9175539,1.1749983,0.9639144
2.449131,2.8489232,2.3314834
-1.3417304,-3.9229274,-2.1855056
0.36654472,-0.9300053,-0.9842932
-2.9281497,-3.449905,-2.222067
-1.919508,0.14197826,-0.47189593
1.0923743,-0.047302246,0.58089495
-2.5999665,-1.4911473,-1.2728989
-0.89671016,-0.60213804,-0.59788823
-1.2926459,-0.9178579,-0.8273542
-1.5030324,-0.4795611,-0.6711483
-0.8833468,-2.8400242,-1.8814683
0.2876401,0.5353451,0.22898912
2.8434873,2.986455,1.8241644
0.05056858,-0.091809034,0.1717329
-1.9434214,-0.022953749,-0.07549524
1.5080571,1.2781858,1.3496518
-0.32394528,-1.1486351,-0.15282035
0.14009476,0.09196997,0.1879096
1.9334555,2.2812843,1.6482711
1.1258721,-1.4143288,-0.21881461
-1.6455472,-1.7315984,-1.7885625
-1.0523856,-0.92550516,-0.81138015
-1.8848121,3.4563303,0.37962198
5.9545994,4.43902,4.0281415
-0.3401637,-1.2286127,-1.2339473
0.89502335,1.392281,1.3293982
2.8697252,1.7395496,1.5915513
2.1957874,1.0133982,0.35158396
-0.52699447,-0.5335808,-0.3140211
1.7317295,3.368175,2.3584366
-1.2998462,-1.6374707,-1.3313234
0.55145025,-0.4800439,-0.007373095
-3.3936143,-1.8353105,-1.8814743
2.6107192,4.0784717,2.454114
1.9016027,1.228118,1.0867119
1.7952442,1.1898518,1.1598945
-1.2116492,-2.8762162,-1.6845644
-0.50420165,-1.5423536,-1.1596143
-3.8453162,-6.168449,-4.392481
-0.20217896,-0.6130576,-0.36494136
2.6857853,3.6919236,2.858591
-0.78364015,-0.2682209,-0.20890832
-1.1580765,0.073206425,0.34698248
-3.5761118,-2.9829621,-2.5637388
2.4314284,2.102983,2.1585822
-0.33985376,-0.8389294,-0.70020556
-1.4057577,-0.69030523,-0.6318748
1.0360956,1.6945004,1.660049
4.2958975,1.4987707,1.7552853
-2.6816845,-4.0773034,-2.8538823
0.7869482,0.3310442,0.53884983
0.16411543,0.54683685,0.73617697
0.53396225,0.35791397,0.27534962
-2.3990154,-1.2720883,-1.2026668
0.81915855,0.8074045,0.96855164
0.912869,0.30966997,0.39913654
-2.634406,-2.303934,-2.0402312
2.9908538,3.8675427,2.8966308
3.0153036,2.7570844,2.496624
2.88018,1.6409993,1.2679338
-2.406031,-2.0039499,-1.9139051
0.73463917,-0.34517646,-0.14129877
0.09384155,0.44577122,0.63613653
-3.202486,-3.719592,-2.8853834
-3.2289982,-1.618582,-1.6582131
0.28182268,0.21156073,-0.007140636
1.2408972,0.59115887,0.36581755
-2.9527009,-2.1970391,-1.5674651
0.48793554,0.58152676,-0.105792284
1.4154792,2.041304,2.1175504
-3.5103083,-3.3715546,-2.704978
-3.173691,-4.070413,-2.6868522
-0.43118,0.95512867,0.7627249
-1.6479194,-1.3584554,-1.0673046
3.2053947,2.5387526,1.7852187
-2.189654,-0.9127319,-0.48202276
2.6637435,2.7682424,1.6804338
-2.16645,-1.5096962,-0.9157717
-2.57411,-1.2680769,-1.4157772
4.023361,4.1714907,3.6803365
-5.3044853,-4.4719877,-3.5694778
1.4688015,1.0288477,0.9526491
-3.406483,-2.8043509,-1.7765105
-1.9303739,-2.2108853,-2.1366954
-4.0966153,-3.8626611,-2.9245079
-1.7858207,-2.5298834,-2.2110224
-0.18966198,0.21960735,0.5383134
-3.185451,-2.16797,-2.3439944
-0.7148981,-1.4626622,-1.0767758
-0.6730497,-0.1345396,-0.28064847
1.8188834,0.970304,1.2415171
-0.81821084,-0.5404413,-0.53450465
0.33916235,-0.13492703,-1.3813972
1.8223286,1.8853188,1.4132142
0.1229763,0.03929138,0.29580593
0.7638097,0.49358606,0.6762743
-0.64523816,-6.029683,-0.7817805
-1.6769886,-1.5165329,-1.4976978
2.3094416,2.2799492,1.7647743
2.8313994,2.706337,2.085042
0.2479434,-0.74300766,-0.119543076
-2.826947,-2.868247,-2.082312
1.2437344,1.1795521,1.1906981
-1.6180158,-1.4393806,-1.286149
1.8568277,1.9183755,0.96930265
-2.162683,-2.5119245,-1.5838027
2.9542923,2.9833913,2.584529
-3.3866882,-2.8078616,-2.5432587
-0.788182,-0.89122653,-1.0405898
0.53806305,1.9091725,1.9427657
-1.8964112,-1.461184,-1.3686955
0.6265521,0.09140968,0.23779869
1.0390401,1.6161919,1.4600396
-0.13326406,0.7100105,0.31651258
0.7354498,1.2511849,0.44258833
-0.074124336,0.93690157,0.81065893
-1.5258968,-0.6836295,-1.1676252
2.927494,2.3120284,2.3780704
1.3463497,0.66497326,0.38297176
0.32031536,0.7090807,0.71355104
1.0831714,1.8251061,1.0064244
-2.1155894,-2.5791347,-1.823169
-1.4210522,-2.5885046,-1.252681
0.4047513,1.8414378,0.6207228
0.06655455,-0.3091812,-0.8415997
-0.3688693,2.6174903,0.49865246
-1.8558145,-1.9443929,-1.1172175
-0.34503937,-0.522244,-0.3235042
0.10558367,1.7516255,0.56307316
3.8434982,4.05488,2.6194215
-0.91676116,-1.5920937,-1.2990296
-0.7747948,-0.680542,-0.21498203
1.3347864,4.1918635,2.7281523
2.99201,1.3956428,1.7649412
0.8233309,0.3820896,0.25846958
2.86088,5.651498,4.019022
0.5692363,-2.0215273,-0.9694159
-0.5026221,-3.1496108,-2.1313548
-3.2107353,-4.5694532,-3.3950806
0.567019,0.32600164,-0.1996994
-0.10213256,0.59438944,1.1994839
4.3937683,3.9855123,3.0014157
0.88648796,0.25640726,0.68279505
-3.2212794,-3.265816,-2.3437023
0.061678886,-1.2249887,-0.8249819
0.5624652,1.0939121,1.1523843
-0.29803514,0.14468431,0.4023075
2.0369887,1.8526316,0.9634137
-3.7735581,-4.4842124,-3.077823
-0.67789555,0.3430128,-0.08452535
3.2753587,4.5790315,2.855432
0.91581345,1.0017037,1.0268807
4.4756174,4.336214,3.452611
-0.57246685,-2.1540403,-0.90040565
-6.0156345,-8.3549385,-6.1492386
-5.04939,-5.874622,-4.215181
-2.000451,-2.0948172,-1.2238681
-0.564003,-0.47549605,-0.4103601
-1.6799331,-3.3922255,-1.4724553
-4.4050694,-3.8722873,-3.1162202
-1.6183615,-0.6244719,-1.2585223
1.9912362,2.5086522,2.0622253
-0.44308305,0.19067526,1.0719419
1.0536551,0.68062544,1.3397694
-0.5190611,-0.58986545,-0.2354145
1.2731075,1.2382507,0.5333185
1.8475413,1.6242743,1.0767221
-2.161914,-4.703182,-2.072978
4.1822314,2.8876424,2.7138472
-0.21789074,-0.27922988,-0.8844137
-2.078712,-1.6055644,-1.2825191
3.6914945,2.7616024,1.7210722
-2.5147438,-2.1159053,-2.1866739
-3.1090617,-1.5056133,-1.5511692
0.71115494,0.6334543,0.41456223
2.405405,2.2942185,1.9440889
5.0947785,3.264308,4.248488
0.45273304,-0.70037246,-1.3167679
-4.775679,-4.608136,-4.126203
-3.0195117,-1.6345143,-1.8704593
-4.04253,-3.9413989,-2.7338862
-0.65801144,-0.6672561,-0.40192008
-0.98588467,0.72880983,-0.45083165
2.093625,2.1338105,1.4985919
-0.5556822,-0.24750233,0.24081469
-0.9876132,-1.1660159,-0.3314495
0.7256985,0.38471222,-0.09705424
-1.1627913,-1.6898692,-0.8771479
0.759542,0.29861927,0.45478344
-0.7020235,-0.401932,-0.09087324
-3.9464772,-3.3636272,-2.4434805
0.708127,0.18677711,0.23325682
0.3434062,-1.4269292,-0.63462853
0.0516057,-0.4581809,-0.22025108
0.95169544,1.2682676,0.8440256
0.28942823,-0.66067576,-0.5467236
-1.2919068,-1.3714194,-0.60925484
2.3825645,1.3282061,1.8447161
-1.1044562,-0.7921338,-0.53378344
-4.0217104,-1.5817106,-1.6675711
-0.18162131,-0.067430735,-0.3378451
-0.25663376,0.19515753,0.31704903
-0.6172836,0.022518635,-0.51661134
0.072169304,0.0826478,-0.06521344
0.51904917,0.27122498,-0.08687973
1.3435364,1.1970043,0.56790113
0.6680131,-0.41002035,-0.3699422
2.28554,1.4481544,0.75645447
1.7860532,1.2794614,2.0473123
1.5321493,2.1435976,1.541853
1.1104822,0.9979844,1.0651588
-2.7764797,-2.4495602,-2.1348357
0.2527833,1.3446927,1.01583
0.5277872,0.3753662,0.35880804
0.04390478,0.03196001,-0.14786124
0.25274754,0.376904,0.583446
2.2225857,2.1461248,1.2627482
-3.03393,-2.7715802,-2.485311
-0.8850038,-2.1508813,-1.1336446
-0.40221214,0.5879164,0.5615711
-1.553452,-1.5435755,-1.3517201
0.042140484,0.39516687,0.18703938
1.5136361,1.2870789,1.1525989
0.052964687,-0.25832057,-0.24641752
2.9108286,1.9553065,1.4142036
0.60061216,0.19191504,0.18777847
0.22215843,0.7735729,0.35921335
-0.027376413,0,-0.1875341
-1.2389004,-1.0997832,-1.2495756
0.6926179,0.6174326,0.458014
0.9821415,0.6456256,0.9245038
-0.71665645,-0.6494522,-0.2050221
-0.64237714,-0.629431,-0.88061094
1.1640191,0.89228153,0.5049348
-0.6072879,-0.6389737,-0.7489145
0.4706502,0.67545176,0.4411459
-0.41601062,-0.02411604,-0.32134652
-0.059056282,0.07240772,0.12418032
-0.004893541,0.10470152,0.02259016
-0.4583001,0.28266907,0.50501823
1.7397285,1.5417337,1.3281941
-1.0631621,-1.0066569,-0.62282085
0.21314621,0.20337105,-0.10845065
0.028562546,0.048828125,-0.18231869
0.8149862,0.5565047,0.15977621
0.1239419,0.28727055,0.5854726
1.2329221,0.8191943,0.6644726
0.11867285,0.29045343,0.15624762
1.270473,1.1075735,0.99357367
-0.18603206,-0.47599077,0
-0.1838386,-0.91021657,-1.303643
0.05811453,0.7671118,0.52769184
2.2922993,1.2922287,1.6984105
0.8879304,0.27099848,0.30167103
0.8582711,-0.4384458,-0.3830135
-2.04463,-1.7805398,-1.0841072
0.4208088,0.49937963,0.51555634
2.8550386,2.4558783,1.6253829
-3.049022,-3.600496,-2.60365
-0.008422136,-1.0170877,-0.3352046
-1.157856,-0.16246438,0.017344952
-4.113311,-4.7876835,-3.4652114
-1.0670006,-1.4107108,-0.35030842
1.1196136,0.63694715,0.66046715
-0.29138923,0.007665157,-0.10064244
1.8724203,0.45485497,0.6981969
0.44754744,0.2550602,0.107097626
-1.4186859,-1.1913836,-0.60507655
0.30448437,-0.14489889,-0.2849102
0.9018779,1.0480046,0.4263878
-0.22642612,0.061690807,0.30388832
0.21828413,0.30162334,-0.25820136
1.1398554,1.0946035,0.98629
0.42710304,0.3294587,0.39836168
2.8721452,3.356576,2.5144339
0.8916497,0.6610632,0.6340623
-0.20367503,-0.065249205,-0.1172781
-0.25064945,-0.1303196,-0.21649599
-0.94824433,-0.60718656,-0.8815706
-2.1529794,-1.176095,-1.2824953
1.1041999,1.2802839,1.0705471
1.914525,1.1972189,0.8991599
-0.096321106,-0.19642115,-0.09915829
-4.139942,-3.9764225,-2.7345896
-0.695771,-0.8183956,-0.85499287
-2.2393644,-1.3076901,-0.5982697
0.4937768,-1.0579169,-0.17859936
1.864934,1.0614634,0.5556226
0.5617142,1.2065887,1.3999462
0.74129105,0.65032244,0.20529032
2.3821354,1.3338685,1.634407
0.16278028,-0.22182465,0.028979778
0.663507,1.2513041,1.4527678
0.29506683,1.431942,0.7884264
-0.42242408,-1.2929618,-1.1427522
0.16109943,0.52473545,0.7736325
-1.5264213,-1.1728048,-1.3400912
2.2192717,0.2158761,1.0123014
0.63079596,0.78163147,0.76503754
-0.5497098,-0.71205497,-0.648129
0.7825017,1.0591865,0.78384876
-1.0050058,-0.84182024,-0.77775717
0.40180683,1.2583256,1.0358453
1.2651086,-0.016230345,0.48453808
-0.79235435,-0.048679113,-0.22084117
0.5284786,0.18694401,-0.029838085
1.296711,1.7449617,1.1528254
0.78053474,0.60737133,0.28448105
0.83066225,0.15833378,0.024223328
0.9445071,1.197505,1.033771
0.91973543,0.83333254,0.8513212
0.9803295,1.0656595,0.8586407
-0.27107596,0.4488945,0.15579462
1.5125394,1.8731833,1.5375853
-0.8270979,-0.2981186,-0.45351386
-1.2236118,-0.73112845,-0.50762296
2.3755193,3.6819816,3.4690738
-1.7499864,-0.9298146,-0.9505451
-0.49316883,0.54836273,0.5683899
-0.5750358,-0.12569427,0.129354
-0.36175847,-2.418083,-1.7849207
1.1343718,1.6294241,0.74875355
-2.0877957,-1.5429139,-1.6242743
-0.5582988,-0.087589025,-0.4031837
1.5895128,1.4573932,1.2686968
0.50702095,0.29412508,0.009524822
0.6695032,0.81768036,0.7937074
-1.2402236,-0.5984247,-0.52846074
1.6071439,-0.2227962,0.14665127
3.272438,3.4098268,2.4563909
-2.4472296,-2.3224354,-1.9096434
0.11827946,0.036013126,0.19261837
0.050103664,0.090134144,-0.05133748
0.5146861,-0.26966333,0.051367283
-0.3355384,0.044965744,-0.18591285
0.89764595,2.2058725,1.7674923
3.5987854,2.5254488,2.1587133
-1.6584456,-0.905776,-0.56972504
-0.13530254,-0.7322967,-0.65811276
0.8300781,-0.074100494,0.3632784
-0.21864772,-0.5160332,-0.27665496
-1.2281001,-0.4221022,-0.53720474
0.52957535,0.19307137,0.106966496
2.254641,0.92790127,0.85117817
1.6164899,1.0596395,0.3851056
-4.553318,-2.8956473,-2.4483442
-2.4148166,-0.68728924,-0.5090833
1.0262609,-3.6759615,0.8972645
3.3212185,2.2626042,2.5470138
3.2459497,2.6517987,2.089715
-1.2454331,-0.9913564,-0.8436799
-2.7771533,-1.0614455,-1.0154903
-1.1851072,-1.8117845,-1.7976701
0.5114317,0.5927563,0.23674965
-2.103281,-2.1300554,-1.5155435
0.49868822,0.060653687,-0.116449594
1.5395641,-0.043302774,0.08417368
0.7331848,0.90003014,0.7501602
-0.64677,-0.5042553,0.04569292
0.47588348,0.58591366,0.30109882
2.1241903,1.1678338,1.373589
-1.1508524,-1.7899036,-1.2321413
0.14402866,-0.09548664,0.045907497
1.3234973,1.721847,1.3827085
-0.11360645,0.31889677,0.333488
1.7475009,2.153647,1.194644
0.27718544,-0.09943843,0.35221577
-0.07867813,0.26284456,0.0813365
-0.3127098,-0.8795321,-0.733459
2.1107674,1.98735,1.8155575
0.26620626,0.61768293,0.7176399
-2.0383596,-0.32163262,-0.22032857
-0.6731093,-0.6119251,-0.3225565
0.0778079,0.1188755,0.10993481
0.27463436,0.27507544,0.23413897
1.6854882,0.850749,0.7004261
-1.0510743,-2.3037314,-1.6371131
1.6064286,0.33539534,0.76293945
-1.6051352,-1.3767242,-0.8450806
-1.0611355,-0.080388784,0.14331341
-0.009119511,0.50274134,0.36303997
-0.040394068,0.05389452,-0.4636228
2.0165443,2.253008,2.0526052
-1.0609508,-0.5598664,-0.0973165
1.289177,1.1828899,0.8553028
0.5250931,0.2965927,-0.23081899
1.8205166,0.8694887,1.1174798
2.685237,2.3442745,1.9982696
-0.77612996,-1.1819184,-0.7446706
3.2148123,1.7901778,2.1354437
1.6358137,1.5441775,1.2214184
1.6357183,0.04888773,0.5957246
1.755178,1.1973023,0.36621094
0.41062832,-0.098860264,0.007545948
-0.56669116,0.41692257,0.18714666
-2.080083,-2.5913775,-2.3973227
-1.9563079,-1.5703857,-1.2486458
-2.442354,-1.4814854,-1.8490314
2.9040456,2.0867229,2.0385265
-1.9242883,-1.6382635,-1.802957
-1.2239218,-1.0527253,-0.84459186
2.3735404,2.1215796,1.7983794
-0.28285384,0.228858,0.29462576
-1.3738155,-1.0753691,-0.84788203
-1.024127,-1.110071,-0.88276863
-0.104123354,-0.018656254,0.4041791
1.0035276,0.64771175,0.20605326
-2.0740688,-1.6888142,-1.345855
2.8607368,1.7942786,1.4868021
-0.28529167,-0.30905008,-0.38973093
-1.0130823,-0.9094298,-0.67567825
0.078463554,-0.7552028,-0.11950731
0.81009865,0.09218454,0.40940046
0.7248163,2.1372795,0.9692788
1.9152999,1.1523843,0.96423626
-1.5251935,1.7047644,0.35384893
-1.2721837,-0.74985623,-0.60293674
-0.4447043,0.5714059,0.30959845
1.929462,1.3016701,0.9228349
-1.3135672,-1.1042237,-0.7715106
0.8543849,0.4377842,0.3690958
-0.091171265,0.7843971,0.8392334
-1.6596973,-1.3827145,-0.9254575
-0.21421313,-0.7771313,0.41382313
-0.15541911,0.30795336,0.087201595
0.9685993,0.6587267,0.52592754
-0.44541955,0.03876686,-0.22594333
-0.28817058,-0.06778836,-0.007283688
1.2510657,0.99766254,0.7488966
2.4052978,1.1075854,0.82167387
0.6586313,0.5868912,0.5657673
-0.89202523,-0.25796294,-0.3560543
-0.27499795,-0.32910705,0.0890851
0.52045584,1.6207457,1.217401
1.0308623,1.3856292,0.7571697
0.911808,0.29634237,0.3800273
1.4999628,1.0428548,1.2076974
2.0675898,1.4667392,1.0807872
-0.42603612,-0.57291985,-0.2791345
0.52582026,0.3659129,-0.21654963
1.3390899,0.832808,1.388371
-1.3964534,-0.7221401,-1.1246324
0.06840229,-0.11498928,-0.19353032
-0.20427108,-0.26066303,-0.96597075
0.7262826,0.12527704,0.19973516
-0.16386509,0.7149577,-0.04608035
-2.5649846,-2.4212599,-2.1781564
1.0308266,1.2254596,0.7796526
1.0830641,-0.4342854,0.31893253
-0.94085336,-2.173406,-0.8731663
-0.42353272,-0.89363456,-0.6877482
-1.3635993,-0.4192829,-0.14183521
2.1969914,-0.059866905,0.39721727
1.0465384,0.5618572,0.6259322
0.13240576,-0.13026595,-0.15811324
3.0165076,1.5569448,1.505661
-2.318728,-1.7398298,-1.5129924
-1.2541354,-1.6133785,-0.47943592
-2.2758245,-1.7209709,-1.5560448
0.35362244,1.3125658,1.2242436
0.64446926,-0.088083744,-0.089496374
-0.3430426,0.097966194,-0.19116402
1.117897,0.49222708,0.1765132
-2.224195,-2.214086,-1.3244271
-2.4279296,-2.3684263,-1.6507387
0.3777504,0.377357,0.327456
0.7159591,0.36928654,0.3862977
2.3425698,1.7437339,1.5491486
0.14359951,0.25111437,-0.24586916
0.02565384,0.31001568,-0.1687944
0.18723011,-0.16442537,-0.20668507
0.32114983,0.7405281,0.8967519
1.0189772,-0.32051206,-0.55229664
-1.0110021,-0.2132237,-0.27233362
1.9277453,1.3356924,1.3729215
0.3379345,0.06879568,0.04478693
0.79630613,0.61306953,0.75969696
-0.25683045,1.1299968,0.60538054
0.30611753,0.28078556,0.31120777
-0.034695864,0.19090176,0.18250942
-0.45114756,-0.73800683,-0.5671084
-0.08969307,0.08983612,0.28816462
0.3637433,0.039947033,0.21277666
0.86061954,0.54216385,0.022804737
0.42390823,0.49450397,0.21328926
0.68650246,0.4560113,0.25200844
1.0677338,-0.26283264,-0.28935075
0.41724443,-0.020217896,-0.12168288
0.05452633,-0.080788136,0.20576715
-0.49896836,0.020194054,0.41322708
0.5985856,0.5586624,0.662446
-0.4538715,-0.233078,-0.4981935
2.535677,1.0547876,0.29981136
0.24331808,0.9615421,0.41686296
1.8859029,1.1715531,0.89570284
0.6170988,0.38852692,0.5639553
-1.46088,-0.7400453,-0.56853294
1.4486194,1.0213733,0.61906576
-0.17998219,0.14762878,0.08627176
-1.1846662,-0.12637973,-0.70093274
0.48661232,-0.35681129,0.09354353
-0.77365637,-0.04196167,0.35988092
2.589476,1.1780977,1.1074185
1.2828827,-0.03182888,0
-1.8778324,-1.3192356,-1.0643303
-0.6795764,-0.3651142,-0.49836636
-1.6649783,-0.67350864,-1.0250509
1.7926693,0.6046057,0.48012733
-1.4698386,-0.17689466,-0.5238354
1.0872126,0.29221773,0.40996075
0.3324747,1.0120153,0.46002865
2.6775599,1.1516333,0.71059465
-0.40355325,-0.45642853,0.36917925
-2.4023116,-0.55942535,-0.6864846
-0.57733655,0.36016703,0.0390172
-1.5418291,-0.9651661,-0.5046904
3.2250285,3.1713367,2.5969863
2.3032904,2.4733782,2.0847082
-0.23064017,-0.23237467,0.086677074
2.4118304,2.3326993,1.3308406
0.90099573,0.98341703,1.0218263
-0.020647049,-0.22818446,-0.24104714
-2.842921,-2.0451546,-1.3449013
-5.636388,-3.8882852,-2.998644
4.123068,3.5940766,2.7879953
-0.39510727,0.44708252,-0.28534532
0.4810691,-1.1162698,-1.3035059
-4.0564117,-2.928865,-1.5759885
-2.7143478,-1.604563,-0.9802401
0.1307249,0.39211512,0.31465292
2.1297812,0.8011937,0.3394127
3.026843,2.4067402,1.6692042
-2.816838,-1.4022171,-0.5348027
0.40608644,0.3898263,-0.1036644
